created_at,timestamp_ms,id,extended_full_text,user_id,user_screen_name,user_name,user_followers_count,user_location,user_created_at,user_friends_count,user_statuses_count,user_verified,id_str,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id_str,in_reply_to_screen_name,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,favorited,retweeted,filter_level,lang,possibly_sensitive,withheld_copyright,place_name,text,long,lat,quoted_status_id_str,place_country_code,rt_id,rt_user_name,rt_extended_full_text,rt_text,rt_favorite_count,rt_friends_count,rt_followers_count,rt_statuses_count,rt_user_id,rt_retweet_count,rt_reply_count,rt_quote_count,rt_user_verified,rt_user_location,rt_truncated,rt_source,rt_created_at,rt_user_screen_name,lat_float,long_float,hour,year,month,day,date,coder1_concept1,coder1_concept2,coder2_concept1,coder2_concept2
Tue Jan 26 17:53:26 +0000 2016,1453830806000,692118175631175680,"RT @ReignOfApril: Where is @NateParker in this shot, @variety? You know, the writer, director &amp; star? ðŸ¤”#OscarsSoWhite @NatTurnerFilm  httpsâ€¦",,tresjoliekhyri,Khyri no Irving,40,,Wed Feb 15 21:15:24 +0000 2012,141.0,692.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",False,,,,,,,,,,0.0,,,,en,,,,"RT @ReignOfApril: Where is @NateParker in this shot, @variety? You know, the writer, director &amp; star? ðŸ¤”#OscarsSoWhite @NatTurnerFilm  httpsâ€¦",0.0,0.0,,,6.918472934656614e+17,April,"Where is @NateParker in this shot, @variety? You know, the writer, director &amp; star? ðŸ¤”#OscarsSoWhite @NatTurnerFilm  https://t.co/9JccweB78Y","Where is @NateParker in this shot, @variety? You know, the writer, director &amp; star? ðŸ¤”#OscarsSoWhite @NatTurnerFilm  https://t.co/9JccweB78Y",,2312.0,20070.0,320556.0,,0.0,,,,,,,Mon Jan 25 23:57:03 +0000 2016,ReignOfApril,,,17,2016,1,26,01/26/2016,,,,
Sat Jan 16 23:33:21 +0000 2016,1452987201000,688579839817846784,"RT @ogunique88: Nothing but the truth! Stop begging for acceptance! #Oscars2016 #OscarsSoWhite #oscarsnub #Oscars 

https://t.co/lxz6dt0pkL",,oscarspredictor,Oscar Pitt,215,"Manhattan, NY",Wed Dec 30 22:43:55 +0000 2015,1.0,9962.0,,,"<a href=""http://google.com"" rel=""nofollow"">OscarsPredictor</a>",False,,,,,,,,,,0.0,,,,en,,,,"RT @ogunique88: Nothing but the truth! Stop begging for acceptance! #Oscars2016 #OscarsSoWhite #oscarsnub #Oscars 

https://t.co/lxz6dt0pkL",0.0,0.0,,,6.885770053281628e+17,OG UNIQUE,"Nothing but the truth! Stop begging for acceptance! #Oscars2016 #OscarsSoWhite #oscarsnub #Oscars 

https://t.co/lxz6dt0pkL","Nothing but the truth! Stop begging for acceptance! #Oscars2016 #OscarsSoWhite #oscarsnub #Oscars 

https://t.co/lxz6dt0pkL",,388.0,313.0,16810.0,,0.0,,,,,,,Sat Jan 16 23:22:05 +0000 2016,ogunique88,,,23,2016,1,16,01/16/2016,,,,
Fri Jan 16 09:28:23 +0000 2015,1421400503000,556095626036150272,"Ha! &gt; RT ""@TheDailyEdge: #OscarsSoWhite Even ""Fifty Shades of Grey"" couldn't get nominated""",,dougiepen,Douglas Pensack,4127,"Chicago, IL",Wed Apr 06 17:02:18 +0000 2011,4019.0,77511.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,0.0,,,,en,,,,"Ha! &gt; RT ""@TheDailyEdge: #OscarsSoWhite Even ""Fifty Shades of Grey"" couldn't get nominated""",0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,9,2015,1,16,01/16/2015,,,,
Sun Feb 28 18:17:21 +0000 2016,1456683441000,704082994018054144,You can't make up for diversity by interview every black person on the Oscars red carpet.That's not what we're talking about. #OscarsSoWhite,,SandoPictures,Sando Pictures LLC,149,New York,Thu Sep 01 16:22:14 +0000 2011,151.0,366.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,0.0,,,,en,,,,You can't make up for diversity by interview every black person on the Oscars red carpet.That's not what we're talking about. #OscarsSoWhite,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,18,2016,2,28,02/28/2016,,,,
Mon Feb 27 02:32:54 +0000 2017,1488162774000,836116886358196224,"Then they wonder why people call it #OscarsSoWhite. They screw all the minority's over. La La Land is a musical, they ranked it better",,Lladnar95,YungRalðŸ�š,827,"Detroit, MI",Sat Jan 14 21:20:16 +0000 2012,1438.0,24253.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,8.361164663028572e+17,,Lladnar95,,,,,,0.0,,,,en,,,,"Then they wonder why people call it #OscarsSoWhite. They screw all the minority's over. La La Land is a musical, they ranked it better",0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,2,2017,2,27,02/27/2017,,,,
Sun Feb 28 23:37:17 +0000 2016,1456702637000,704163507877511169,RT @benfergusonshow: Don't clap for @JoeBiden he is SO WHITE!!!! #OscarsSoWhite #Oscars,,rfpgames,FRP,35,"Miami, Florida 33174, USA.",Wed Jun 17 00:46:43 +0000 2015,364.0,104.0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,,,,,0.0,,,,en,,,,RT @benfergusonshow: Don't clap for @JoeBiden he is SO WHITE!!!! #OscarsSoWhite #Oscars,0.0,0.0,,,7.041622299905311e+17,Ben Ferguson,Don't clap for @JoeBiden he is SO WHITE!!!! #OscarsSoWhite #Oscars,Don't clap for @JoeBiden he is SO WHITE!!!! #OscarsSoWhite #Oscars,,2031.0,502376.0,11739.0,,0.0,,,,,,,Sun Feb 28 23:32:12 +0000 2016,benfergusonshow,,,23,2016,2,28,02/28/2016,,,,
Thu Jan 14 08:48:10 +0000 2016,1452761290000,687632300390105089,It's never too early to jump start these things. #OscarsSoWhite  https://t.co/XJ20k4UbXP,,RayKahunareb,ray bailey,488,Ohio,Tue Apr 07 19:46:25 +0000 2015,768.0,4589.0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,,,,,0.0,,,,en,,,,It's never too early to jump start these things. #OscarsSoWhite  https://t.co/XJ20k4UbXP,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,8,2016,1,14,01/14/2016,,,,
Sat Jan 16 23:27:29 +0000 2016,1452986849000,688578363410087936,RT @harikondabolu: #OscarsSoWhite that Rocky got nominated in a movie about Apollo Creed's son.,,Sammyveli,Sam F.,1856,,Wed Mar 18 00:45:56 +0000 2009,1033.0,129963.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,0.0,,,,en,,,,RT @harikondabolu: #OscarsSoWhite that Rocky got nominated in a movie about Apollo Creed's son.,0.0,0.0,,,6.876583311759524e+17,Hari Kondabolu,#OscarsSoWhite that Rocky got nominated in a movie about Apollo Creed's son.,#OscarsSoWhite that Rocky got nominated in a movie about Apollo Creed's son.,,357.0,61138.0,13002.0,,0.0,,,,,,,Thu Jan 14 10:31:36 +0000 2016,harikondabolu,,,23,2016,1,16,01/16/2016,,,,
Mon Jan 18 20:51:22 +0000 2016,1453150282000,689263851078979584,"RT @ajplus: This year's Oscar noms are as white as they were last year â€“ and Jada and Spike are done with it. #OscarsSoWhite
https://t.co/qâ€¦",,pawawolo,poolo,195,the void,Sun Aug 15 14:01:14 +0000 2010,433.0,24760.0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,,,,,,0.0,,,,en,,,,"RT @ajplus: This year's Oscar noms are as white as they were last year â€“ and Jada and Spike are done with it. #OscarsSoWhite
https://t.co/qâ€¦",0.0,0.0,,,6.892628242923643e+17,AJ+,"This year's Oscar noms are as white as they were last year â€“ and Jada and Spike are done with it. #OscarsSoWhite
https://t.co/qDYPMgMnP1","This year's Oscar noms are as white as they were last year â€“ and Jada and Spike are done with it. #OscarsSoWhite
https://t.co/qDYPMgMnP1",,314.0,168739.0,21544.0,,0.0,,,,,,,Mon Jan 18 20:47:17 +0000 2016,ajplus,,,20,2016,1,18,01/18/2016,,,,
Fri Jan 15 10:00:42 +0000 2016,1452852042000,688012941891899393,RT @TMZ: #OscarsSoWhite: Not a Single Actor or Actress of Color Nominated at This Yearâ€™s Academy Awards (via @lovebscott) https://t.co/W2bbâ€¦,,NameBrandSmith,Une Ha Gomar (sp),1016,"ÃœT: 42.419122,-83.183289",Thu Mar 12 17:04:48 +0000 2009,575.0,105032.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,0.0,,,,en,,,,RT @TMZ: #OscarsSoWhite: Not a Single Actor or Actress of Color Nominated at This Yearâ€™s Academy Awards (via @lovebscott) https://t.co/W2bbâ€¦,0.0,0.0,,,6.880128232560026e+17,TMZ,#OscarsSoWhite: Not a Single Actor or Actress of Color Nominated at This Yearâ€™s Academy Awards (via @lovebscott) https://t.co/W2bbdVIL9w,#OscarsSoWhite: Not a Single Actor or Actress of Color Nominated at This Yearâ€™s Academy Awards (via @lovebscott) https://t.co/W2bbdVIL9w,,938.0,3649982.0,115097.0,,0.0,,,,,,,Fri Jan 15 10:00:14 +0000 2016,TMZ,,,10,2016,1,15,01/15/2016,,,,
Sun Feb 28 22:27:52 +0000 2016,1456698472000,704146038601457669,RT @LatinoVoices: For Your Consideration... #OscarsSoWhite https://t.co/422lOl7WEN https://t.co/yaVqx7JDtn,,LeeJasper,Mr Lee Jasper,14505,London,Sun Apr 19 15:59:41 +0000 2009,8270.0,118596.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,0.0,,,,en,,,,RT @LatinoVoices: For Your Consideration... #OscarsSoWhite https://t.co/422lOl7WEN https://t.co/yaVqx7JDtn,0.0,0.0,,,7.04120636029997e+17,HP LatinoVoices,For Your Consideration... #OscarsSoWhite https://t.co/422lOl7WEN https://t.co/yaVqx7JDtn,For Your Consideration... #OscarsSoWhite https://t.co/422lOl7WEN https://t.co/yaVqx7JDtn,,1352.0,57548.0,49933.0,,0.0,,,,,,,Sun Feb 28 20:46:56 +0000 2016,LatinoVoices,,,22,2016,2,28,02/28/2016,,,,
Mon Mar 05 00:17:00 +0000 2018,1520209020000,970528584120111104,"RT @reappropriate: From @Harpers, just something to think about before tonightâ€™s #oscars begin. #OscarsSoWhite https://t.co/Frscif8I3h",,racherika,Rachael Hancock,310,"Washington, DC",Sun Jul 28 19:47:24 +0000 2013,343.0,6448.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,0.0,,,,en,,,,"RT @reappropriate: From @Harpers, just something to think about before tonightâ€™s #oscars begin. #OscarsSoWhite https://t.co/Frscif8I3h",0.0,0.0,,,9.704311889543045e+17,Reappropriate,"From @Harpers, just something to think about before tonightâ€™s #oscars begin. #OscarsSoWhite https://t.co/Frscif8I3h","From @Harpers, just something to think about before tonightâ€™s #oscars begin. #OscarsSoWhite https://t.co/Frscif8I3h",,1985.0,10742.0,21973.0,,0.0,,,,,,,Sun Mar 04 17:49:59 +0000 2018,reappropriate,,,0,2018,3,5,03/05/2018,,,,
Thu Jun 30 15:45:07 +0000 2016,1467301507000,748603291211300864,@TheAcademy Diversity has increased. We need to bring more minority films to the theaters. I don't want to see another #OscarsSoWhite,,jackiebarbour,Jackie,213,,Thu Apr 16 22:56:29 +0000 2009,624.0,7187.0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,TheAcademy,,,,,,0.0,,,,en,,,,@TheAcademy Diversity has increased. We need to bring more minority films to the theaters. I don't want to see another #OscarsSoWhite,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,15,2016,6,30,06/30/2016,,,,
Mon Feb 29 00:24:36 +0000 2016,1456705476000,704175415514890240,RT @RaisingSelf: I'm not watching this year because #OscarsSoWhite but the #OscarsSoSexist as well. #askhermore #oscars https://t.co/y8GpG1â€¦,,christina_440,Christina,136,"Los Angeles, CA",Thu Aug 11 01:18:33 +0000 2011,372.0,6147.0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,,,,,,,,,0.0,,,,en,,,,RT @RaisingSelf: I'm not watching this year because #OscarsSoWhite but the #OscarsSoSexist as well. #askhermore #oscars https://t.co/y8GpG1â€¦,0.0,0.0,,,7.0411413672926e+17,Samantha Sophia,I'm not watching this year because #OscarsSoWhite but the #OscarsSoSexist as well. #askhermore #oscars https://t.co/y8GpG1BD2x,I'm not watching this year because #OscarsSoWhite but the #OscarsSoSexist as well. #askhermore #oscars https://t.co/y8GpG1BD2x,,999.0,1501.0,8155.0,,0.0,,,,,,,Sun Feb 28 20:21:06 +0000 2016,RaisingSelf,,,0,2016,2,29,02/29/2016,,,,
Fri Jan 22 15:28:22 +0000 2016,1453476502000,690632116938342401,RT @_Shamandy: Will Will will a win? #OscarsSoWhite #OscarsBoycott #Oscars2016,,oscarspredictor,Oscar Pitt,372,"Manhattan, NY",Wed Dec 30 22:43:55 +0000 2015,1.0,20483.0,,,"<a href=""http://google.com"" rel=""nofollow"">OscarsPredictor</a>",False,,,,,,,,,,0.0,,,,en,,,,RT @_Shamandy: Will Will will a win? #OscarsSoWhite #OscarsBoycott #Oscars2016,0.0,0.0,,,6.906284007053558e+17,Shamandy,Will Will will a win? #OscarsSoWhite #OscarsBoycott #Oscars2016,Will Will will a win? #OscarsSoWhite #OscarsBoycott #Oscars2016,,518.0,177.0,6002.0,,0.0,,,,,,,Fri Jan 22 15:13:36 +0000 2016,_Shamandy,,,15,2016,1,22,01/22/2016,,,,
Thu Jan 15 15:38:56 +0000 2015,1421336336000,555826490122579968,"â€œI don't think it'll happen. Thereâ€™s no precedent. And itâ€™s not something I desire."" @AVAETC last week #OscarsSoWhite http://t.co/x7hNzpaqk8",,SELMAFilm,SELMA Film,3691,,Mon May 19 08:02:27 +0000 2014,744.0,2655.0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",False,,,,,,,,,,0.0,,,,en,,,,"â€œI don't think it'll happen. Thereâ€™s no precedent. And itâ€™s not something I desire."" @AVAETC last week #OscarsSoWhite http://t.co/x7hNzpaqk8",0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,15,2015,1,15,01/15/2015,,,,
Mon Feb 23 00:40:53 +0000 2015,1424652053000,569733615199784962,"RT @democracynow: Watch Interview: #Selma Director Ava DuVernay on Hollywoodâ€™s Lack of Diversity, #Oscars Snub &amp; #OscarsSoWhite http://t.coâ€¦",,No9Revolution,Revolution no9,620,Stolen Planet,Tue Mar 04 01:38:51 +0000 2014,915.0,25064.0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",False,,,,,,,,,,0.0,,,,en,,,,"RT @democracynow: Watch Interview: #Selma Director Ava DuVernay on Hollywoodâ€™s Lack of Diversity, #Oscars Snub &amp; #OscarsSoWhite http://t.coâ€¦",0.0,0.0,,,5.695698242103501e+17,Democracy Now!,"Watch Interview: #Selma Director Ava DuVernay on Hollywoodâ€™s Lack of Diversity, #Oscars Snub &amp; #OscarsSoWhite http://t.co/VAlTplDerZ @avaetc","Watch Interview: #Selma Director Ava DuVernay on Hollywoodâ€™s Lack of Diversity, #Oscars Snub &amp; #OscarsSoWhite http://t.co/VAlTplDerZ @avaetc",,5770.0,366236.0,44891.0,,0.0,,,,,,,Sun Feb 22 13:50:02 +0000 2015,democracynow,,,0,2015,2,23,02/23/2015,,,,
Sun Feb 28 20:41:31 +0000 2016,1456692091000,704119274760224769,RT @elnuevoherald: .@chrisrock comienza su rutina con referencias a #OscarsSoWhite #Oscars y pregunta si Hollywood es racista https://t.co/â€¦,,Jesseniaminda,Jessenia Minda,144,,Mon Aug 20 22:29:03 +0000 2012,222.0,8563.0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",False,,,,,,,,,,0.0,,,,es,,,,RT @elnuevoherald: .@chrisrock comienza su rutina con referencias a #OscarsSoWhite #Oscars y pregunta si Hollywood es racista https://t.co/â€¦,0.0,0.0,,,7.04118878687916e+17,el Nuevo Herald,.@chrisrock comienza su rutina con referencias a #OscarsSoWhite #Oscars y pregunta si Hollywood es racista https://t.co/70mvvCpxgl,.@chrisrock comienza su rutina con referencias a #OscarsSoWhite #Oscars y pregunta si Hollywood es racista https://t.co/70mvvCpxgl,,475.0,286403.0,104060.0,,0.0,,,,,,,Sun Feb 28 20:39:57 +0000 2016,elnuevoherald,,,20,2016,2,28,02/28/2016,,,,
